Site,Constituent,C_wo_units,STORET,Units,Max,DateOfMax,Methods,DL min,DL max,Nr. Non-Detects,Count,Date Range,Detection Rate,Action,Notes
100829,"2-Methyl-4,6-Dinitrophenol (ug/L)","2-Methyl-4,6-Dinitrophenol",A-050,ug/L,50.0,2022-10-20,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM'],0.95,50.0,22,22,2019-2022,0.0,Reduce frequency,All samples are ND
100829,2-Chlorophenol (ug/L),2-Chlorophenol,34586,ug/L,10.0,2022-10-20,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,10.0,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,2-Chloronaphthalene (ug/L),2-Chloronaphthalene,34581,ug/L,10.0,2022-10-20,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,10.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100829,2-Chloroethyl Vinyl Ether (ug/L),2-Chloroethyl Vinyl Ether,34576,ug/L,5.0,2022-10-20,['524.2' 'EPA 524.2'],0.5,5.0,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,2-Butanone (MEK) (ug/L),2-Butanone (MEK),81595,ug/L,5.0,2022-10-20,['524.2' 'EPA 524.2' 'EPA 624'],5.0,5.0,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,"2,4-Dinitrotoluene (ug/L)","2,4-Dinitrotoluene",34611,ug/L,0.2,2021-12-16,['525.2' '625.1 SIM' 'EPA 525.2' 'EPA 625.1 SIM' 'EPA 625 SIM'],0.1,0.2,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100829,"2,4-Dinitrophenol (ug/L)","2,4-Dinitrophenol",34616,ug/L,50.0,2022-10-20,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],4.8,50.0,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,"2,4-Dichlorophenol (ug/L)","2,4-Dichlorophenol",34601,ug/L,10.0,2022-10-20,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.95,10.0,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,"1,1,1-Trichloroethane (ug/L)","1,1,1-Trichloroethane",34506,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Dibromoacetic acid (ug/L),Dibromoacetic acid,82721,ug/L,1.0,2022-10-20,['6251B' 'SM 6251B'],1.0,1.0,12,12,2020-2022,0.0,Reduce frequency,All samples are ND
100829,Dibromomethane (ug/L),Dibromomethane,77596,ug/L,0.5,2022-06-15,['524.2' 'EPA 524.2'],0.5,0.5,53,53,2013-2022,0.0,Reduce frequency,All samples are ND
100829,PCP (ug/L),PCP,39032,ug/L,20.0,2018-04-12,['515.4' 'EPA 625.1 SIM' 'EPA 515.4' 'EPA 625' 'EPA 525.2'],0.04,20.0,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100829,PCB 1260 Aroclor (ug/L),PCB 1260 Aroclor,39508,ug/L,0.1,2022-04-06,['505' 'EPA 505'],0.069,0.1,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,PCB 1254 Aroclor (ug/L),PCB 1254 Aroclor,39504,ug/L,0.1,2022-10-20,['505' 'EPA 505'],0.099,0.1,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,PCB 1248 Aroclor (ug/L),PCB 1248 Aroclor,39500,ug/L,0.1,2022-10-20,['505' 'EPA 505'],0.099,0.1,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,PCB 1242 Aroclor (ug/L),PCB 1242 Aroclor,39496,ug/L,0.1,2022-10-20,['505' 'EPA 505'],0.099,0.1,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,PCB 1232 Aroclor (ug/L),PCB 1232 Aroclor,39492,ug/L,0.1,2022-10-20,['505' 'EPA 505'],0.099,0.1,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,PCB 1221 Aroclor (ug/L),PCB 1221 Aroclor,39488,ug/L,0.1,2022-10-20,['505' 'EPA 505'],0.099,0.1,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,PCB 1016 Aroclor (ug/L),PCB 1016 Aroclor,34671,ug/L,0.08,2022-04-06,['505' 'EPA 505'],0.069,0.08,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Parathion (ug/L),Parathion,39540,ug/L,0.1,2022-04-06,['EPA 525.2'],0.1,0.1,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Paraquat (ug/L),Paraquat,82416,ug/L,2.0,2022-04-06,['EPA 549.2'],2.0,2.0,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100829,p-Isopropyltoluene (ug/L),p-Isopropyltoluene,A-011,ug/L,0.5,2022-06-15,['524.2' 'EPA 524.2'],0.5,0.5,53,53,2013-2022,0.0,Reduce frequency,All samples are ND
100829,p-Dichlorobenzene (ug/L),p-Dichlorobenzene,34571,ug/L,0.5,2022-10-20,['524.2' '625.1 SIM' 'EPA 524.2' 'EPA 625.1 SIM' 'EPA 624'],0.19,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,p-Chlorotoluene (ug/L),p-Chlorotoluene,A-009,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Permethrin (ug/L),Permethrin,79191,ug/L,0.2,2022-04-06,['EPA 525.2'],0.1,0.2,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100829,"p,p' DDT (ug/L)","p,p' DDT",39300,ug/L,0.1,2022-10-20,['525.2' 'EPA 525.2'],0.1,0.1,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,"p,p' DDD (ug/L)","p,p' DDD",39310,ug/L,0.1,2022-10-20,['525.2' 'EPA 525.2'],0.1,0.1,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Oxamyl (Vydate) (ug/L),Oxamyl (Vydate),38865,ug/L,0.5,2022-10-20,['531.2' 'EPA 531.2'],0.5,0.5,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Odor (TON),Odor,86,TON,1.0,2022-10-20,['SM 2150B'],1.0,1.0,16,16,2015-2022,0.0,Reduce frequency,All samples are ND
100829,o-Xylene (ug/L),o-Xylene,77135,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,"o-Dichlorobenzene (1,2-DCB) (ug/L)","o-Dichlorobenzene (1,2-DCB)",34536,ug/L,1.0,2018-08-16,['524.2' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 524.2' 'EPA 625 SIM' 'EPA 624'],0.19,1.0,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,o-Chlorotoluene (ug/L),o-Chlorotoluene,A-008,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,NMePFOSAE (ng/L),NMePFOSAE,WRD232,ng/L,2.7,2019-04-09,"['EPA 537 Ver 1.1,mod']",2.5,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,NMePFOSA (ng/L),NMePFOSA,WRD231,ng/L,8.1,2019-04-09,"['EPA 537 Ver 1.1,mod']",2.5,8.1,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,NMeFOSAA (ng/L),NMeFOSAA,C2808,ng/L,2.7,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.6,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,Nitrobenzene (ug/L),Nitrobenzene,34447,ug/L,25.0,2022-10-20,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,25.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100829,"Nitrite, Nitrogen by IC (mg/L)","Nitrite, Nitrogen by IC",615,mg/L,0.25,2017-08-17,['300' 'EPA 300.0'],0.05,0.25,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,NEtPFOSAE (ng/L),NEtPFOSAE,WRD230,ng/L,2.7,2019-04-09,"['EPA 537 Ver 1.1,mod']",2.5,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,NEtPFOSA (ng/L),NEtPFOSA,WRD229,ng/L,8.1,2019-04-09,"['EPA 537 Ver 1.1,mod']",4.1,8.1,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,"p,p' DDE (ug/L)","p,p' DDE",39320,ug/L,0.1,2022-10-20,['525.2' 'EPA 525.2'],0.1,0.1,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100829,PFDoA (ng/L),PFDoA,C2810,ng/L,1.8,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.6,1.8,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,PFDoS (ng/L),PFDoS,WRD217,ng/L,2.6,2019-10-17,"['EPA 537 Ver 1.1,mod']",0.9,2.6,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,PFDS (ng/L),PFDS,WRD216,ng/L,1.8,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.6,1.8,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,Tertiary Butyl Alcohol (TBA) (ug/L),Tertiary Butyl Alcohol (TBA),77035,ug/L,2.0,2022-10-20,['524.2' 'EPA 524.2 SIM'],2.0,2.0,24,24,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Tertiary Amyl Methyl Ether (ug/L),Tertiary Amyl Methyl Ether,A-034,ug/L,3.0,2022-06-15,['524.2' 'EPA 524.2'],3.0,3.0,53,53,2013-2022,0.0,Reduce frequency,All samples are ND
100829,tert-Butylbenzene (ug/L),tert-Butylbenzene,77353,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Terbacil (ug/L),Terbacil,38882,ug/L,0.1,2022-04-06,['EPA 525.2'],0.1,0.1,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Styrene (ug/L),Styrene,77128,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Strontium 90 (pCi/L),Strontium 90,13501,pCi/L,3.0,2021-08-06,['905' 'EPA 905.0'],0.2,3.0,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Silver (ug/L),Silver,1077,ug/L,1.0,2022-02-14,['200.8' 'EPA 200.8'],0.5,1.0,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Selenium (ug/L),Selenium,1147,ug/L,10.0,2022-02-14,['200.8' 'EPA 200.8'],5.0,10.0,58,58,2013-2022,0.0,Reduce frequency,All samples are ND
100829,sec-Butylbenzene (ug/L),sec-Butylbenzene,77350,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,RDX (ug/L),RDX,81364,ug/L,0.1,2022-10-20,['Explosives' 'LC-MS-MS'],0.1,0.1,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Radium 228 (pCi/L),Radium 228,11501,pCi/L,1.0,2022-04-06,['904' 'Ra226_Ra228' 'RA-228 GA' 'SM7500-Ra D' 'EPA 904.0'],0.53,1.0,21,21,2015-2022,0.0,Reduce frequency,All samples are ND
100829,Radium 226 Two Sigma Error (pCi/L),Radium 226 Two Sigma Error,9052,pCi/L,1.0,2022-04-06,['Ra-226 GA'],0.0,1.0,12,12,2015-2022,0.0,Reduce frequency,All samples are ND
100829,Pyrene (ug/L),Pyrene,34469,ug/L,5.0,2018-02-07,['525.2' '625.1 SIM' 'EPA 525.2' 'EPA 625.1 SIM' 'EPA 625'],0.05,5.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Propachlor (ug/L),Propachlor,38533,ug/L,0.051,2022-10-20,['525.2' 'EPA 525.2'],0.05,0.051,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Polychlorinated Biphenyls (PCBs) (ug/L),Polychlorinated Biphenyls (PCBs),39516,ug/L,0.1,2022-10-20,['505' 'EPA 505'],0.099,0.1,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Picloram (ug/L),Picloram,39720,ug/L,0.1,2022-10-20,['515.4' 'EPA 515.4'],0.1,0.1,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Phenylacetic acid (ug/L),Phenylacetic acid,77385,ug/L,1000.0,2018-04-12,['EPA 625'],1000.0,1000.0,28,28,2013-2018,0.0,Reduce frequency,All samples are ND
100829,Phenolic Compounds (mg/L),Phenolic Compounds,34034,mg/L,0.01,2022-04-06,['MWH 420/SW9066'],0.01,0.01,10,10,2020-2022,0.0,Reduce frequency,All samples are ND
100829,Phenol (ug/L),Phenol,34694,ug/L,5.0,2018-04-12,['625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,5.0,53,53,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Phenanthrene (ug/L),Phenanthrene,34461,ug/L,5.0,2018-02-07,['525.2' 'EPA 625.1 SIM' 'EPA 525.2' 'EPA 625'],0.04,5.0,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,PFUnA (ng/L),PFUnA,C2814,ng/L,1.8,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.6,1.8,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,PFTrDA (ng/L),PFTrDA,C2813,ng/L,1.7,2019-10-17,"['EPA 537 Ver 1.1,mod']",0.9,1.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,PFTA (ng/L),PFTA,C2812,ng/L,1.7,2019-10-17,"['EPA 537 Ver 1.1,mod']",0.9,1.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,PFPeS (ng/L),PFPeS,WRD223,ng/L,1.8,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.6,1.8,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,PFOSA (ng/L),PFOSA,WRD222,ng/L,2.7,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.6,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,PFOcDA (ng/L),PFOcDA,WRD221,ng/L,2.6,2019-10-17,"['EPA 537 Ver 1.1,mod']",1.8,2.6,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,PFNS (ng/L),PFNS,WRD220,ng/L,1.8,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.6,1.8,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,PFHxDA (ng/L),PFHxDA,WRD219,ng/L,2.6,2019-10-17,"['EPA 537 Ver 1.1,mod']",0.9,2.6,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,PFHpS (ng/L),PFHpS,WRD218,ng/L,1.8,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.6,1.8,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,NEtFOSAA (ng/L),NEtFOSAA,C2807,ng/L,2.7,2019-04-09,"['EPA 537 Ver 1.1,mod']",2.5,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100829,Naphthalene (ug/L),Naphthalene,34696,ug/L,0.5,2022-10-20,['524.2' 'EPA 625.1 SIM' 'EPA 524.2' 'EPA 525.2'],0.19,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,n-Propylbenzene (ug/L),n-Propylbenzene,77224,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,N-Nitrosopyrollidine (NPYR) (ng/L),N-Nitrosopyrollidine (NPYR),78206,ng/L,2.2,2020-08-17,['EPA 521'],2.0,2.2,12,12,2018-2022,0.0,Reduce frequency,All samples are ND
100829,gamma-Chlordane (ug/L),gamma-Chlordane,39810,ug/L,0.05,2022-04-06,['EPA 525.2'],0.05,0.05,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Formaldehyde (ug/L),Formaldehyde,71880,ug/L,5.0,2022-10-20,['556' 'EPA 556'],5.0,5.0,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Fluorotrichloromethane (Freon11) (ug/L),Fluorotrichloromethane (Freon11),34488,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Fluorene (ug/L),Fluorene,34381,ug/L,0.2,2021-12-16,['525.2' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 525.2' 'EPA 625 SIM'],0.05,0.2,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Fluoranthene (ug/L),Fluoranthene,34376,ug/L,0.2,2021-02-16,['525.2' 'EPA 525.2' 'EPA 625.1 SIM' 'EPA 625 SIM'],0.1,0.2,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Ethylene Glycol (mg/L),Ethylene Glycol,77023,mg/L,5.0,2022-10-20,['8015C' 'EPA 8015B'],5.0,5.0,12,12,2020-2022,0.0,Reduce frequency,All samples are ND
100829,Ethylene Dibromide (EDB) (ug/L),Ethylene Dibromide (EDB),77651,ug/L,0.01,2022-10-20,['551.1' 'EPA 551.1' 'EPA 504.1'],0.01,0.01,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Ethyl Tertiary Butyl Ether (ug/L),Ethyl Tertiary Butyl Ether,A-033,ug/L,3.0,2022-06-15,['524.2' 'EPA 524.2'],3.0,3.0,53,53,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Ethyl Benzene (ug/L),Ethyl Benzene,34371,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,EPTC (ug/L),EPTC,81894,ug/L,0.1,2022-04-06,['EPA 525.2'],0.1,0.1,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Endrin Aldehyde (ug/L),Endrin Aldehyde,34366,ug/L,0.1,2022-10-20,['525.2' 'EPA 525.2'],0.1,0.1,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Endrin (ug/L),Endrin,39390,ug/L,0.2,2020-04-21,['505' 'EPA 505' 'EPA 525.2'],0.0099,0.2,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Endothall (ug/L),Endothall,38926,ug/L,5.0,2022-10-20,['548.1' 'EPA 548.1'],5.0,5.0,12,12,2020-2022,0.0,Reduce frequency,All samples are ND
100829,Endosulfan Sulfate (ug/L),Endosulfan Sulfate,34351,ug/L,0.1,2022-10-20,['525.2' 'EPA 525.2'],0.1,0.1,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Endosulfan II (beta) (ug/L),Endosulfan II (beta),34356,ug/L,0.1,2022-10-20,['525.2' 'EPA 525.2'],0.1,0.1,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Endosulfan I (alpha) (ug/L),Endosulfan I (alpha),34361,ug/L,0.1,2022-10-20,['525.2' 'EPA 525.2'],0.1,0.1,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100829,E. Coli Bacteria (PW),E. Coli Bacteria,61206,PW,1.0,2022-04-06,['SM 9223B'],1.0,1.0,10,10,2020-2022,0.0,Reduce frequency,All samples are ND
100829,E. Coli Bacteria (PA),E. Coli Bacteria,61206,PA,0.0,2022-04-06,['SM 9223B'],0.0,0.0,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100829,E. Coli Bacteria (MPN/100 mL),E. Coli Bacteria,61206,MPN/100 mL,1.0,2022-04-06,['SM 9223B'],1.0,1.0,16,16,2015-2022,0.0,Reduce frequency,All samples are ND
100829,Diquat (ug/L),Diquat,78885,ug/L,0.41,2022-08-11,['549.2' 'EPA 549.2'],0.39,0.41,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Dinoseb (ug/L),Dinoseb,81287,ug/L,0.2,2022-10-20,['515.4' 'EPA 515.4'],0.2,0.2,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Dimethylphthalate (ug/L),Dimethylphthalate,34341,ug/L,2.0,2021-12-16,['525.2' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 525.2' 'EPA 625 SIM'],0.5,2.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Dimethoate (ug/L),Dimethoate,38458,ug/L,0.1,2022-04-06,['EPA 525.2'],0.1,0.1,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Diethylphthalate (ug/L),Diethylphthalate,34336,ug/L,2.0,2021-12-16,['525.2' '625.1 SIM' 'EPA 525.2' 'EPA 625.1 SIM' 'EPA 625 SIM'],0.5,2.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Dieldrin (ug/L),Dieldrin,39380,ug/L,0.2,2022-04-06,['505' 'EPA 525.2' 'EPA 505'],0.0099,0.2,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Dichlorprop (ug/L),Dichlorprop,82356,ug/L,0.5,2022-06-15,['515.4' 'EPA 515.4'],0.5,0.5,53,53,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Dichlorodifluoromethane (Freon 12) (ug/L),Dichlorodifluoromethane (Freon 12),34668,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Dichloroacetic acid (ug/L),Dichloroacetic acid,77288,ug/L,1.0,2022-10-20,['6251B' 'SM 6251B'],1.0,1.0,12,12,2020-2022,0.0,Reduce frequency,All samples are ND
100829,Dicamba (ug/L),Dicamba,82052,ug/L,0.1,2022-06-15,['515.4' 'EPA 515.4'],0.1,0.1,53,53,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Glyphosate (ug/L),Glyphosate,79743,ug/L,6.0,2022-10-20,['547' 'EPA 547'],6.0,6.0,12,12,2020-2022,0.0,Reduce frequency,All samples are ND
100829,Dibromochloropropane (DBCP) (ug/L),Dibromochloropropane (DBCP),38761,ug/L,0.01,2022-10-20,['551.1' 'EPA 551.1' 'EPA 504.1'],0.01,0.01,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Gross Alpha particle activity (excluding radon and uranium) (pCi/L),Gross Alpha particle activity (excluding radon and uranium),WRD148,pCi/L,3.0,2022-02-14,['EPA 900.0'],0.0,3.0,21,21,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Heptachlor Epoxide (ug/L),Heptachlor Epoxide,39420,ug/L,0.05,2022-04-06,['505' 'EPA 525.2' 'EPA 505'],0.0099,0.05,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,N-Nitrosodiphenylamine (ug/L),N-Nitrosodiphenylamine,34433,ug/L,10.0,2022-10-20,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,10.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100829,N-Nitrosodimethylamine (NDMA) (ug/L),N-Nitrosodimethylamine (NDMA),34438,ug/L,5.0,2018-02-07,['625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,5.0,16,16,2018-2022,0.0,Reduce frequency,All samples are ND
100829,N-Nitrosodimethylamine (NDMA) (ng/L),N-Nitrosodimethylamine (NDMA),34438,ng/L,2.4,2019-12-16,['EPA 521'],2.0,2.4,51,51,2013-2022,0.0,Reduce frequency,All samples are ND
100829,N-Nitrosodiethylamine (NDEA) (ng/L),N-Nitrosodiethylamine (NDEA),78200,ng/L,2.2,2020-08-17,['EPA 521'],2.0,2.2,12,12,2018-2022,0.0,Reduce frequency,All samples are ND
100829,N-Nitrosodibutylamine (NDBA) (ng/L),N-Nitrosodibutylamine (NDBA),78207,ng/L,2.0,2021-04-12,['EPA 521'],2.0,2.0,4,4,2018-2021,0.0,Reduce frequency,All samples are ND
100829,N-Nitrosodi-N-Propylamine (NDPA) (ug/L),N-Nitrosodi-N-Propylamine (NDPA),34428,ug/L,5.0,2018-02-07,['625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,5.0,16,16,2018-2022,0.0,Reduce frequency,All samples are ND
100829,N-Nitrosodi-N-Propylamine (NDPA) (ng/L),N-Nitrosodi-N-Propylamine (NDPA),34428,ng/L,2.2,2020-08-17,['EPA 521'],2.0,2.2,12,12,2018-2022,0.0,Reduce frequency,All samples are ND
100829,n-Butylbenzene (ug/L),n-Butylbenzene,A-010,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Monochloroacetic acid (ug/L),Monochloroacetic acid,A-042,ug/L,2.0,2022-10-20,['6251B' 'SM 6251B'],2.0,2.0,12,12,2020-2022,0.0,Reduce frequency,All samples are ND
100829,Monobromoacetic acid (ug/L),Monobromoacetic acid,A-041,ug/L,1.0,2022-10-20,['6251B' 'SM 6251B'],1.0,1.0,12,12,2020-2022,0.0,Reduce frequency,All samples are ND
100829,Molinate (ug/L),Molinate,82199,ug/L,0.1,2022-10-20,['525.2' 'EPA 525.2'],0.1,0.1,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Metribuzin (ug/L),Metribuzin,81408,ug/L,0.05,2022-04-06,['EPA 525.2'],0.05,0.05,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Metolachlor (ug/L),Metolachlor,39356,ug/L,0.05,2022-04-06,['EPA 525.2'],0.05,0.05,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100829,Methylene Chloride (ug/L),Methylene Chloride,34423,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2' 'EPA 624'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Methyl Tert Butyl Ether (MTBE) (ug/L),Methyl Tert Butyl Ether (MTBE),46491,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Methoxychlor (ug/L),Methoxychlor,39480,ug/L,0.1,2022-02-14,['505' 'EPA 505' 'EPA 525.2'],0.05,0.1,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Mercury (ug/L),Mercury,71900,ug/L,0.4,2022-02-14,['200.8' 'EPA 200.8' 'EPA 245.1'],0.2,0.4,58,58,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Malathion (ug/L),Malathion,39530,ug/L,0.1,2022-04-06,['EPA 525.2'],0.1,0.1,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100829,"m,p-Xylenes (ug/L)","m,p-Xylenes",A-014,ug/L,0.5,2022-10-20,['524.2' 'EPA 524.2' 'EPA 624'],0.5,0.5,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Lindane (Gamma-BHC) (ug/L),Lindane (Gamma-BHC),39340,ug/L,0.04,2022-04-06,['505' 'EPA 525.2' 'EPA 505'],0.0099,0.04,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100829,Lead (ug/L),Lead,1051,ug/L,1.0,2022-02-14,['200.8' 'EPA 200.8'],0.5,1.0,58,58,2013-2022,0.0,Reduce frequency,All samples are ND
